checkpoint,basis,seed,sector,sector_features,coeff_energy,coeff_energy_share
MetricToric/results/v7_cifar10_recon_top110_30k_3seed/checkpoints/cifar10_reconstruction_table_informed_toric_PJ_R0_top110_seed426_holdoutR4_steps30000_h1_b10_cl20_tail0_g0_constant_s0_r0.pt,table_informed_toric_PJ_R0_top110,426,const,1,9.287099838256836,0.006936560844040277
MetricToric/results/v7_cifar10_recon_top110_30k_3seed/checkpoints/cifar10_reconstruction_table_informed_toric_PJ_R0_top110_seed426_holdoutR4_steps30000_h1_b10_cl20_tail0_g0_constant_s0_r0.pt,table_informed_toric_PJ_R0_top110,426,axial_J0,56,741.288818359375,0.5536706917238939
MetricToric/results/v7_cifar10_recon_top110_30k_3seed/checkpoints/cifar10_reconstruction_table_informed_toric_PJ_R0_top110_seed426_holdoutR4_steps30000_h1_b10_cl20_tail0_g0_constant_s0_r0.pt,table_informed_toric_PJ_R0_top110,426,oblique_J0,52,588.286376953125,0.4393927403090456
MetricToric/results/v7_cifar10_recon_top110_30k_3seed/checkpoints/cifar10_reconstruction_table_informed_toric_PJ_R0_top110_seed526_holdoutR4_steps30000_h1_b10_cl20_tail0_g0_constant_s0_r0.pt,table_informed_toric_PJ_R0_top110,526,const,1,7.0204877853393555,0.005369595942868053
MetricToric/results/v7_cifar10_recon_top110_30k_3seed/checkpoints/cifar10_reconstruction_table_informed_toric_PJ_R0_top110_seed526_holdoutR4_steps30000_h1_b10_cl20_tail0_g0_constant_s0_r0.pt,table_informed_toric_PJ_R0_top110,526,axial_J0,56,718.5244140625,0.5495609274698209
MetricToric/results/v7_cifar10_recon_top110_30k_3seed/checkpoints/cifar10_reconstruction_table_informed_toric_PJ_R0_top110_seed526_holdoutR4_steps30000_h1_b10_cl20_tail0_g0_constant_s0_r0.pt,table_informed_toric_PJ_R0_top110,526,oblique_J0,52,581.9069213867188,0.44506950795213546
MetricToric/results/v7_cifar10_recon_top110_30k_3seed/checkpoints/cifar10_reconstruction_table_informed_toric_PJ_R0_top110_seed626_holdoutR4_steps30000_h1_b10_cl20_tail0_g0_constant_s0_r0.pt,table_informed_toric_PJ_R0_top110,626,const,1,9.470118522644043,0.007134697425468186
MetricToric/results/v7_cifar10_recon_top110_30k_3seed/checkpoints/cifar10_reconstruction_table_informed_toric_PJ_R0_top110_seed626_holdoutR4_steps30000_h1_b10_cl20_tail0_g0_constant_s0_r0.pt,table_informed_toric_PJ_R0_top110,626,axial_J0,56,740.7489013671875,0.5580731927341592
MetricToric/results/v7_cifar10_recon_top110_30k_3seed/checkpoints/cifar10_reconstruction_table_informed_toric_PJ_R0_top110_seed626_holdoutR4_steps30000_h1_b10_cl20_tail0_g0_constant_s0_r0.pt,table_informed_toric_PJ_R0_top110,626,oblique_J0,52,577.1138305664062,0.434792083256273
